fid,municipality,ADM3_PCODE,district,province,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,ADM3_REF,ADM3ALT1EN,Shape_Leng,Shape_Area,AREA_SQKM,rice_area_2023,rice_yield_2023,rice_production_2023,corn_area_2023,corn_yield_2023,corn_production_2023,population,SliSaline,ModSaline,SevSaline,NonSaline,TotalSaline,%SalinORicArea,rice_production_2025,rice_area_2025,rice_yield_2025,corn_area_2025,corn_production_2025,corn_yield_2025,poverty_2018,poverty_2021,poverty_2023,stunting,underweight,obese,wasting,poor_rice_farmers,rice_mechanization_level,poor_corn_farmers,corn_mechanization_level,pest_disease_occurrence,asf_status,rpc_site,soil_fertility,irrigated_area,crva_index_rice,crva_index_corn,sensitivity_rice,sensitivity_corn,sensitivity_coconut,sensitivity_banana,sensitivity_hvc,hazard_index,hazard_typhoon,hazard_flood,hazard_drought,hazard_soil_erosion,hazard_landslide,hazard_swi,hazard_storm_surge,hazard_sea_level_rise,ac_index,ac_economic,ac_natural,ac_human,ac_physical,ac_social,ac_health,ac_anticipatory,ac_institutional
21,Iguig,PH0201515,3rd District,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.429086995,0.006660958,78.18551936,3364.944,5.384687293,18119.1712,3539.97,4.087311305,14468.9594,31380,,,,,,,15781.34,3241.64,4.86831973939117,3542.9,16888.2,4.76677298258489,11.1,10.8,9.2,1.286173633,0.911039657,2.19721329,1.39335477,,5.17,,2.627,,,0,,,,,,,,,,,0.80 ,0.30 ,0.06 ,0.42 ,0.61 ,,0.00 ,0.00 ,,0.28 ,0.27 ,0.32 ,0.31 ,0.24 ,,0.52,
49,Ilagan City (Capital),PH0203114,1st District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,1.622838882,0.081732178,962.4328997,14040.58,5.037775823,70733.29446,33599,5.201765529,174774.12,158777,,,,,,,69463.47,13176.93,5.27159740546546,32857.5,188567.9,5.73896066347105,13.9,14,12,,,,,,4.494,,2.038,,,0,,,,,,,,,,,0.64 ,0.21 ,0.61 ,0.63 ,0.64 ,0.00 ,0.00 ,0.00 ,,1.00 ,0.95 ,1.00 ,1.00 ,,,,1
2,Itbayat,PH0200902,Batanes,Batanes,PH02009,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.982947733,0.007747554,89.31860713,,,,,,,2714,,,,,,,102.08,65.34,1.56228956228956,11,23.7,2.15454545454545,30.9,12,8,4.444444444,1.111111111,3.888888889,0.555555556,,,,,,,0,,,,,,,,,,,1.00 ,0.05 ,,1.00 ,0.00 ,,0.00 ,1.00 ,,0.28 ,0.12 ,0.01 ,0.08 ,0.34 ,,0.9317,
3,Ivana,PH0200903,Batanes,Batanes,PH02009,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.192479662,0.001272334,14.70485025,,,,,,,1440,,,,,,,0.02,0.1,0.2,3.8,5.3,1.39473684210526,7,5.7,2.7,2.352941176,0,4.705882353,1.176470588,,,,,,,0,,,,,,,,,,,1.00 ,0.09 ,,0.20 ,0.93 ,,0.30 ,0.04 ,,0.03 ,0.12 ,1.00 ,0.82 ,,,,
50,Jones,PH0203115,4th District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,1.164359443,0.039380553,465.1682467,4444.14,4.642711413,20632.8595,14678.5,4.324620329,63478.9395,47375,,,,,,,19386.06,4245.7,4.5660456461832,12511.9,52700.4,4.21202215490853,13.3,12.9,12,1.964998465,1.50445195,2.824685293,1.903592263,,4.08,,2.453,,,0,,,,,,,,,,,0.65 ,0.18 ,0.38 ,0.82 ,0.69 ,0.00 ,0.00 ,0.00 ,,0.57 ,0.28 ,0.14 ,0.35 ,,,,0.551282
81,Kasibu,PH0205009,Nueva Vizcaya,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,1.034235681,0.05212826,616.4213795,4613.5,4.591958491,21185.0005,156.5,2.907348243,455,44320,,,,,,,20106.36,4776.4,4.20952181559333,273.2,1229.1,4.4989019033675,21.7,19.7,10.6,3.234501348,1.298701299,0.710610145,0.171526587,,3.77,,1.82,,,0,,,,,,,,,,,0.92 ,0.08 ,0.01 ,0.83 ,0.82 ,,,,,,0.30 ,0.42 ,0.93 ,0.99 ,,1,
82,Kayapa,PH0205010,Nueva Vizcaya,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,1.064924668,0.043779679,517.5139714,1366,4.306383602,5882.52,0,,0,26980,,,,,,,5021,1308.56,3.83704224491044,53,191,3.60377358490566,29.2,20.9,11.5,18.34021091,3.117835855,0.779458964,0.137551582,,3.96,,1.83,,,0,,,,,,,,,,,0.39 ,0.00 ,0.02 ,0.99 ,0.95 ,,,,,,0.52 ,0.10 ,0.64 ,0.07 ,,0.0136,
22,Lal-lo,PH0201516,1st District,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,1.706764885,0.054779192,641.5506891,10957.41,5.221212631,57210.9675,5111.12,4.218260499,21560.0356,49226,883.59,,,69396.41,883.59,8.06,53460.13,10686.44,5.0026135925528,7578.5,36667.5,4.83835851421785,13.5,10.5,9.6,5.819753908,1.596275357,1.030927835,0.232790156,,2.834,,0.999,,,0,,,,,,,,,,,0.78 ,0.20 ,0.50 ,0.72 ,0.78 ,,0.01 ,0.17 ,,0.58 ,0.68 ,0.23 ,0.52 ,1.00 ,,0.66,
23,Lasam,PH0201517,2nd District,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.640135114,0.017662445,206.9644523,13424.23,5.21584914,70018.7585,5655.02,4.032259833,22802.51,42356,,,,,,,67343.9,12519.79,5.37899597357464,4842.6,17179,3.54747449717094,14.3,11.2,10.5,6.216550021,6.175380815,4.569781803,1.523260601,,4.1,,2.47,,,0,,,,,,,,,,,0.65 ,0.80 ,0.27 ,0.34 ,0.18 ,,0.00 ,0.03 ,,0.58 ,0.49 ,0.06 ,0.37 ,0.68 ,,0.67,
51,Luna,PH0203116,5th District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.282263601,0.003869041,45.60320019,5071.3327,6.359550257,32251.39518,1304.7,6.113430674,7976.193,20826,,,,,,,31196.09,6017.95,5.18384001196421,1101.4,7055.9,6.40630107136372,12.7,10.5,9,7.808340728,4.880212955,7.453416149,3.63797693,,0.64,,0.21,,,0,,,,,,,,,,,0.17 ,0.55 ,0.02 ,0.04 ,0.16 ,0.00 ,0.00 ,0.00 ,,0.59 ,1.00 ,0.14 ,0.49 ,,,,0.551282
52,Maconacon,PH0203117,1st District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,1.082704802,0.039481864,464.2226885,911.66,3.46535375,3159.2244,,,,5300,,,,,,,2079.41,625.1,3.32652375619901,,,,39,20.8,16.6,20.16460905,6.172839506,4.526748971,3.29218107,,4.039,,2.327,,,0,,,,,,,,,,,0.93 ,0.03 ,0.17 ,0.67 ,0.88 ,0.00 ,0.52 ,0.39 ,,0.30 ,0.00 ,0.12 ,0.06 ,,,,0.333333
91,Maddela,PH0205704,Quirino,Quirino,PH02057,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,1.452321536,0.065176657,770.6225168,4192,3.774494275,15822.68,5934,4.397202562,26093,41848,,,,,,,20984.43,4756.91,4.41135737274828,53206.6,53206.6,1,9.3,8.8,7,4.58961474,2.211055276,1.306532663,0.201005025,,0.45,,0.26,,,0,,,,,,,,,,,1.00 ,0.91 ,1.00 ,0.74 ,0.86 ,,,,,0.20 ,0.49 ,0.15 ,0.51 ,0.03 ,,0,
4,Mahatao,PH0200904,Batanes,Batanes,PH02009,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.218340211,0.001000463,11.56081879,,,,,,,1340,,,,,,,2.13,1.14,1.86842105263158,1.7,3.8,2.23529411764706,17.8,7.8,13,10.44776119,1.492537313,8.955223881,0,,,,,,,0,,,,,,,,,,,1.00 ,0.16 ,,0.40 ,0.67 ,,0.06 ,0.18 ,,0.07 ,1.00 ,0.05 ,1.00 ,1.00 ,,1,
54,Mallig,PH0203119,5th District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.516800655,0.009872686,116.2189966,17383.82,5.750759212,99970.163,1533.4,5.443700274,8347.37,33116,,,,,,,61842.87,12481.06,4.95493732102882,1528.2,10580.4,6.92343934040047,16.3,15.3,15.6,4.652233994,4.42192538,4.560110548,2.533394749,,4.22,,2.49,,,0,,,,,,,,,,,0.05 ,0.22 ,0.08 ,0.21 ,0.27 ,0.00 ,0.00 ,0.00 ,,0.46 ,0.82 ,0.13 ,0.11 ,,,,0.551282
93,Nagtipunan,PH0205706,Quirino,Quirino,PH02057,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,1.647299376,0.100532662,1189.967028,2526.83,4.397720266,11112.2915,8663,7.775075609,67355.48,24278,,,,,,,7511.3,1901.88,3.94940795423476,44406.9,44406.9,1,22.3,16.7,16,7.985553772,2.528089888,1.003210273,0.401284109,,0.56,,0.33,,,0,,,,,,,,,,,0.42 ,0.03 ,0.92 ,1.00 ,1.00 ,,,,,0.00 ,1.00 ,0.00 ,1.00 ,0.38 ,,0.5678,
55,Naguilian,PH0203120,2nd District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.675066817,0.013852039,163.2611025,7253.22,4.916988593,35664,8841,5.242447687,46348.48,35033,,,,,,,37951.1,7054.22,5.37991443419684,8094.2,41510.5,5.12842529218453,14.2,14.6,13,6.591500434,4.640069384,4.900260191,3.339115351,,4.8,,2.52,,,1,,,,,,,,,,,0.31 ,0.31 ,0.11 ,0.91 ,0.41 ,0.00 ,0.00 ,0.00 ,,0.46 ,0.66 ,0.16 ,0.18 ,,,,0.551282
56,Palanan,PH0203121,2nd District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,1.208998002,0.031770207,374.3851743,2428.75,3.716104992,9025.49,164,3.054878049,501,18709,,,,,,,6207.92,1665,3.72848048048048,180,660,3.66666666666667,31.3,29.6,17,20.03561888,6.856634016,6.322350846,5.520926091,,0,,0,,,0,,,,,,,,,,,1.00 ,0.19 ,0.42 ,0.79 ,0.63 ,0.00 ,0.59 ,0.16 ,,0.00 ,0.43 ,0.22 ,0.20 ,,,,0
24,Pamplona,PH0201518,2nd District,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.646042374,0.018224025,213.0824433,8790.015,5.398598011,47453.7575,1409,5.237402413,7379.5,24470,4356.87,1442.25,30.78,11500.11,5829.9,66.324118900821,31531.89,6545.16,4.8175888748327,616.8,2837.1,4.59970817120623,16.4,12,9.3,5.190538765,3.285151117,3.08804205,2.825229961,,4.62,,2.07,,,0,,,,,,,,,,,0.27 ,0.50 ,0.18 ,0.47 ,0.40 ,,0.27 ,0.45 ,,0.09 ,0.41 ,0.12 ,0.22 ,0.00 ,,0,
25,Pe?ablanca,PH0201519,3rd District,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,Penablanca,,1.449856884,0.096990677,1138.858156,2646.2,5.744222054,15200.3604,31529,5.45566304,172011.6,50603,,,,,,,11852.7,2329.2,5.08874291602267,34616.9,200532.1,5.79289595544373,27.7,10.2,9.4,1.096997691,0.461893764,1.674364896,0.144341801,,3.64,,2.411,,,0,,,,,,,,,,,0.97 ,0.20 ,0.80 ,0.87 ,1.00 ,,0.02 ,0.01 ,,0.37 ,0.55 ,0.40 ,0.45 ,0.31 ,,0.84,
26,Piat,PH0201520,2nd District,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.579777869,0.011249829,132.0298001,4491.08,5.306414159,23831.5305,5445,4.178604224,22752.5,24577,,,,,,,17779.01,3470.79,5.12246779551629,4929,27120,5.50213024954352,12.9,9.9,9,4.705882353,3.161764706,3.676470588,1.323529412,,4.98,,2.33,,,1,,,,,,,,,,,0.67 ,0.60 ,0.07 ,0.45 ,0.21 ,,0.00 ,0.00 ,,0.49 ,0.21 ,0.24 ,1.00 ,0.59 ,,0.64,
57,Quezon,PH0203122,5th District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.639524093,0.018401367,216.5018357,2420.3,5.088687973,12316.1515,2123.3,2.687170913,5705.67,23333,,,,,,,49489,10270,4.81879259980526,1733,6737,3.88747836122331,22.7,17.4,14.6,5.071315372,2.588483888,3.53935552,0.475435816,,0.6,,0.5,,,0,,,,,,,,,,,0.58 ,0.21000000000000002,0.61 ,1.43 ,1.19 ,0.00 ,0.00 ,0.00 ,,0.62 ,0.47000000000000003,0.20 ,1.51 ,0.05 ,,0.8416,0.448718
83,Quezon,PH0205011,Nueva Vizcaya,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.613979967,0.017962567,212.2489923,2420.3,5.088687973,12316.1515,2123.3,2.687170913,5705.67,23333,,,,,,,9562.31,2177.25,4.39192100126306,2507.9,10890.3,4.34239802224969,14.8,10.8,6.7,5.071315372,2.588483888,3.53935552,0.475435816,,4.141,,1.988,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Quirino,PH0203123,5th District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.652149752,0.010661079,125.5349052,7572.01,4.741785074,35904.844,4698,4.93795232,23198.5,27571,,,,,,,28604.5,6047.65,4.72985374484304,4915,17209.4,3.50140386571719,15.6,13,10.1,7.244414353,4.062288422,6.702775897,4.12999323,,4.512,,2.472,,,1,,,,,,,,,,,0.25 ,0.50 ,0.07 ,0.09 ,0.18 ,0.00 ,0.00 ,0.00 ,,0.41 ,0.55 ,0.13 ,0.46 ,,,,0.551282
59,Ramon,PH0203124,3rd District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.478456385,0.010707707,126.3248228,15595.52,6.378669195,99478.663,530,4.2,2226,55988,,,,,,,93982.34,15291.76,6.14594657514897,508,2631.5,5.18011811023622,13.4,15,12.9,7.206292819,3.146409541,4.034509008,2.664298401,,4.201,,2.213,,,0,,,,,,,,,,,0.09 ,0.07 ,0.05 ,0.20 ,0.37 ,0.00 ,0.00 ,0.00 ,,0.49 ,0.97 ,0.07 ,0.06 ,,,,0.551282
60,Reina Mercedes,PH0203125,2nd District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.316500046,0.004380273,51.61994899,2934,5.324435924,15621.895,5189,7.491140875,38871.53,32466,,,,,,,16385.07,2892.4,5.6648700041488,4536,26522.7,5.84715608465608,15,13.3,11.4,10.93922652,6.574585635,6.850828729,5.966850829,,4.237,,2.031,,,0,,,,,,,,,,,0.23 ,0.93 ,0.01 ,0.21 ,0.09 ,0.00 ,0.00 ,0.00 ,,0.51 ,0.88 ,0.10 ,0.59 ,,,,0.551282
27,Rizal,PH0201521,2nd District,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.988913522,0.028996501,340.0470875,2420.25,4.897190786,11852.426,8495,4.48310771,38084,18661,,,,,,,8741.55,1840.5,4.74955175224124,9023,41742,4.62617754627064,32.2,20,13.4,5.322128852,3.80952381,0.616246499,1.288515406,,4.24,,2.09,,,0,,,,,,,,,,,0.54 ,0.10 ,0.33 ,0.99 ,0.88 ,,0.00 ,0.00 ,,0.23 ,0.20 ,0.12 ,0.19 ,0.00 ,,0.33,
61,Roxas,PH0203126,5th District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.612337144,0.010100165,118.9511314,11262.06,5.837166149,65738.5154,4569,5.716452178,26118.47,66787,,,,,,,65155.56,11382.12,5.72437823533753,2344,8159.6,3.48105802047782,13.5,13.2,11.7,9.228944247,3.226571767,6.40569395,3.274021352,,0.68,,0.27,,,0,,,,,,,,,,,0.00 ,0.49 ,0.06 ,0.19 ,0.06 ,0.00 ,0.00 ,0.00 ,,0.57 ,0.93 ,0.23 ,0.52 ,,,,0.782051
5,Sabtang,PH0200905,Batanes,Batanes,PH02009,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.498514391,0.003544769,40.98589461,,,,,,,1606,,,,,,,0.02,0.06,0.333333333333333,0.8,1.7,2.125,21.7,6.6,5.3,7.954545455,3.409090909,7.954545455,0,,,,,,,0,,,,,,,,,,,1.00 ,1.00 ,,0.60 ,0.76 ,,1.00 ,0.00 ,,0.34 ,,,0.49 ,0.01 ,,0.6178,
92,Saguday,PH0205705,Quirino,Quirino,PH02057,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.323975979,0.004247345,50.16993116,6156.44,5.452744849,33569.4965,419.95,4.64160019,1949.24,17971,,,,,,,32383.79,6234.17,5.19456318964674,2952.9,2952.9,1,9.9,6.9,8.9,1.960784314,1.307189542,1.176470588,0,,0.5,,0.19,,,0,,,,,,,,,,,0.44 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,0.61 ,0.00 ,0.25 ,0.00 ,1.00 ,,1,
62,San Agustin,PH0203127,4th District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.620468973,0.015938013,188.3389672,1957.14,3.794318751,7426.013,6918.63,5.525314087,38227.6038,24014,,,,,,,4124.25,941,4.38283740701381,7989,38730.2,4.8479409187633,12.4,11.8,11.9,7.96393689,2.479338843,3.456048084,3.456048084,,4.706,,2.909,,,1,,,,,,,,,,,0.72 ,0.22 ,0.16 ,0.66 ,0.41 ,0.00 ,0.00 ,0.00 ,,0.51 ,0.65 ,0.03 ,0.13 ,,,,0.551282
63,San Guillermo,PH0203128,6th District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,1.028710757,0.032750368,386.5981441,3445.61,4.374698239,15073.504,10115.16,3.796114881,38398.3094,22638,,,,,,,11963.01,2728.27,4.38483361250903,9959.9,24225.1,2.43226337613831,27.2,22.1,19,5.293367347,2.295918367,0.382653061,0.510204082,,3.891,,1.828,,,0,,,,,,,,,,,0.50 ,0.00 ,0.24 ,0.98 ,0.89 ,0.00 ,0.00 ,0.00 ,,0.32 ,0.30 ,0.13 ,0.37 ,,,,0.551282
64,San Isidro,PH0203129,6th District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.34490362,0.00545785,64.40483571,8724.45,5.757760306,50233.2919,316.9,6.035121489,1912.53,27707,,,,,,,54096.61,8996.65,6.01297260647019,225,1148.4,5.104,12,13.5,12,20.06102212,12.2044241,9.992372235,8.771929825,,4.048,,2.285,,,1,,,,,,,,,,,0.22 ,0.15 ,0.03 ,0.05 ,0.29 ,0.00 ,0.00 ,0.00 ,,0.51 ,0.88 ,0.04 ,0.18 ,,,,0.551282
65,San Manuel,PH0203130,5th District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.457532516,0.008828667,104.0247154,14044,5.481139504,76977.1232,886.3,4.01872955,3561.8,33442,,,,,,,70916.39,14044.59,5.04937417183414,30,150,5,13.7,14.8,11.6,10.80594327,5.673120216,5.177847816,4.277352544,,0.61,,0.17,,,0,,,,,,,,,,,0.06 ,0.57 ,0.03 ,0.15 ,0.08 ,0.00 ,0.00 ,0.00 ,,0.92 ,0.97 ,0.01 ,0.68 ,,,,0.666667
66,San Mariano,PH0203131,2nd District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,1.752891436,0.118501353,1397.200485,6484.82,3.92813984,25473.2798,20110,4.9847091,100242.5,60356,,,,,,,26456.7,6014.41,4.39888534369955,19607,71059.2,3.6241750395267,23.1,25,18.4,5.659229209,3.914807302,2.61663286,2.170385396,,4.15,,2,,,0,,,,,,,,,,,0.58 ,0.07 ,1.00 ,0.73 ,0.89 ,0.00 ,0.00 ,0.00 ,,0.27 ,0.85 ,0.10 ,0.15 ,,,,0.551282
67,San Mateo,PH0203132,3rd District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.477589262,0.009361887,110.3987193,16662.52,6.571438,109496.7171,1281,6.127637383,7849.503488,68809,,,,,,,110591.8,17311.21,6.38845002746775,1307,7163.8,5.48110175975516,10.7,11.6,10.5,5.456852792,2.005076142,3.984771574,0.862944162,,4.52,,3.892,,,0,,,,,,,,,,,0.08 ,0.20 ,0.07 ,0.01 ,0.27 ,0.00 ,0.00 ,0.00 ,,0.62 ,1.00 ,0.25 ,0.72 ,,,,0.551282
68,San Pablo,PH0203133,1st District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.898694702,0.038313985,450.3881606,1701.9,5.45706857,9287.385,7691,4.645540242,35728.85,30634,,,,,,,4151.5,834,4.97781774580336,7692,37183.3,4.83402236089444,18.8,19.5,19.1,5.131894484,3.309352518,3.501199041,0.335731415,,4.673,,2.456,,,0,,,,,,,,,,,0.76 ,0.12 ,0.15 ,0.60 ,0.75 ,0.00 ,0.00 ,0.00 ,,0.38 ,0.68 ,0.07 ,0.23 ,,,,0.551282
28,Sanchez Mira,PH0201522,2nd District,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.556384805,0.011835305,138.3091956,5252.25,5.538767195,29090.99,0,,0,26472,9547.63,903.88,,9428.49,10451.51,198.99,24355.47,4590.9,5.30516238646017,,,,8.3,8.1,5.9,11.0138585,4.668125456,4.668125456,1.167031364,,3.55,,0,,,0,,,,,,,,,,,0.19 ,0.40 ,0.14 ,0.56 ,0.42 ,,0.12 ,0.17 ,,0.44 ,0.11 ,0.35 ,0.45 ,0.79 ,,0.76,
29,Santa Ana,PH0201523,1st District,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,1.836214213,0.037174035,434.7801934,8598.07,5.266669706,45283.1948,8593.65,4.081823125,35077.7593,36623,1551.93,510.49,,42067.58,2062.42,23.99,31463.34,5992.32,5.25061078180071,,,,13.9,13.2,8.7,3.154205607,2.881619938,2.180685358,0.700934579,,2.479,,0.767,,,0,,,,,,,,,,,0.89 ,0.00 ,0.49 ,0.60 ,0.94 ,,0.29 ,0.23 ,,0.19 ,0.42 ,0.34 ,0.00 ,0.41 ,,0.51,
84,Santa Fe,PH0205012,Nueva Vizcaya,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.807359732,0.020883578,247.1285049,1606,4.205143213,6753.46,0,,0,18814,,,,,,,6222.4,1486.64,4.18554592907496,27.2,57.1,2.09926470588235,17.7,16.2,9.6,2.465078061,0.082169269,1.396877568,0,,3.349,,0,,,0,,,,,,,,,,,0.28 ,0.03 ,0.06 ,0.99 ,0.98 ,,,,,,0.19 ,0.14 ,0.71 ,,,,
69,Santa Maria,PH0203134,1st District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.507235565,0.010119592,118.9607655,3685,4.512657752,16629.14382,4728,3.812084951,18023.53765,28839,,,,,,,18970.26,3960,4.7904696969697,4798.5,22443.8,4.67725330832552,21.8,18.4,22.2,8.683068017,6.84997588,5.933429812,4.052098408,,4.36,,1.92,,,0,,,,,,,,,,,0.43 ,0.33 ,0.04 ,0.53 ,0.29 ,0.00 ,0.00 ,0.00 ,,0.27 ,0.70 ,0.10 ,0.33 ,,,,0.551282
30,Santa Praxedes,PH0201524,2nd District,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.510742917,0.00738202,86.27006175,765.57,5.339136199,4087.4825,68.8,4,275.2,5004,,,,,,,3153.45,737.27,4.27719831269413,,,,12.2,7.9,5.7,9.813084112,3.738317757,4.672897196,1.401869159,,3.4,,0,,,0,,,,,,,,,,,0.00 ,0.20 ,0.01 ,0.93 ,0.99 ,,0.00 ,0.00 ,,0.35 ,0.00 ,0.11 ,0.25 ,0.60 ,,0.51,
31,Santa Teresita,PH0201525,1st District,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.475207827,0.010896612,127.5722781,4957.95,5.207073871,25816.4119,,,,21223,706.06,153.94,,15838.01,860,17.35,24248.19,4776.87,5.07616702987521,2863.7,13750,4.80148060201837,11.8,9.7,7,,,,,,3.435,,1.49,,,0,,,,,,,,,,,0.73 ,0.40 ,0.11 ,0.38 ,0.39 ,,0.13 ,0.12 ,,0.42 ,0.45 ,0.27 ,0.35 ,0.32 ,,0.81,
32,Santo Ni?o (Faire),PH0201526,2nd District,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,Santo Nino (Faire),Faire,0.843143591,0.030805418,361.2616017,6292.768,5.201957136,32734.7094,2107.8774,4.795734785,10108.82097,28868,,,,,,,29482.3,6244.35,4.72143617830519,5948,26543.2,4.46254203093477,16.7,15.5,11,8.898305085,4.025423729,3.019067797,0.476694915,,5.23,,2.93,,,0,,,,,,,,,,,0.72 ,0.40 ,0.44 ,0.72 ,0.54 ,,0.00 ,0.03 ,,0.18 ,0.45 ,0.17 ,0.49 ,0.46 ,,0.7,
71,Santo Tomas,PH0203136,1st District,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.400843369,0.006571787,77.29593879,2139,4.413417485,9440.3,3850,3.724831169,14340.6,24528,,,,,,,24038.7,4812,4.99557356608479,4466,24184.8,5.41531571876399,22.7,17.4,18.8,7.371349096,5.146036161,4.033379694,2.086230876,,4.58,,2.078,,,0,,,,,,,,,,,0.36 ,0.50 ,0.01 ,0.18 ,0.21 ,0.00 ,0.00 ,0.00 ,,0.38 ,0.88 ,0.12 ,0.13 ,,,,0.551282
33,Solana,PH0201527,3rd District,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,,,0.765400413,0.023241721,272.9317587,21101.96,5.605785908,118293.07,5455.6,4.5455147,24798.51,91452,,,,,,,104629.42,17219.19,6.07632647064119,8603,36046.9,4.19003835871208,10.7,12.2,10.3,2.640487475,0.998645904,1.43872715,0.67704807,,5.47,,2.546,,,3,,,,,,,,,,,0.71 ,0.40 ,0.25 ,0.24 ,0.36 ,,0.00 ,0.00 ,,0.47 ,1.00 ,0.45 ,0.60 ,0.41 ,,0.68,null
