dbSoilAnaliysis.Province,Ø,dbSoilAnaliysis.Latitude,dbSoilAnaliysis.Longtitude
Cagayan,,18.0215,121.6026
Cagayan,,18.027,121.9338
Cagayan,,18.0316,121.8506
Cagayan,,18.03530465,121.8431028
Cagayan,,18.0384,121.6041
Cagayan,,18.0407079,121.8271442
Cagayan,,18.0408,121.7281
Cagayan,,18.0442749,121.8096419
Cagayan,,18.0486,121.8243
Cagayan,,18.05764994,121.8095476
Cagayan,,18.06097075,121.8281116
Cagayan,,18.0623,121.9133
Cagayan,,18.0645,121.6015
Cagayan,,18.06499956,121.8861022
Cagayan,,18.0659,121.6768
Cagayan,,18.06716623,121.8359029
Cagayan,,18.0682,121.882
Cagayan,,18.0687,121.853
Cagayan,,18.069,121.6312
Cagayan,,18.0805,121.8206
Cagayan,,18.0808,121.5299
Cagayan,,121.53,121.5299
Cagayan,,18.0814,121.5627
Cagayan,,18.08446111,121.8549084
Cagayan,,18.0866,121.6385
Cagayan,,18.1014,121.5684
Cagayan,,18.1031,121.645
Cagayan,,18.1253,121.6754
Cagayan,,18.1276,121.5256
Cagayan,,18.1301,121.6802
Cagayan,,18.1504,121.7381
Cagayan,,18.1517,121.4942
Cagayan,,18.1544,121.5722
Cagayan,,18.1602,121.5227
Cagayan,,18.1616,121.6568
Cagayan,,18.1636,121.6026
Cagayan,,18.1638,121.7024
Cagayan,,18.1809,121.6439
Cagayan,,18.1846,121.5884
Cagayan,,18.187,121.7338
Cagayan,,18.188,121.6711
Cagayan,,18.1884,121.8334
Cagayan,,18.1888,121.5513
Cagayan,,18.1964,121.6825
Cagayan,,18.1993,121.5513
Cagayan,,18.2005,121.6026
Cagayan,,18.2025,121.5627
Cagayan,,18.205,121.672
Cagayan,,18.2064,121.7882
Cagayan,,18.2071,121.8184
Cagayan,,18.2101,121.9497
Cagayan,,18.2104,121.8445
Cagayan,,18.2121,121.6397
Cagayan,,18.2153,121.6654
Cagayan,,18.2156,121.551
Cagayan,,18.215699999999998,121.55
Cagayan,,18.2159,121.549
Cagayan,,18.2165,121.9871
Cagayan,,18.2174,121.6402
Cagayan,,18.2193,121.557
Cagayan,,18.2196,121.8334
Cagayan,,18.2205,121.571
Cagayan,,18.2216,121.571
Cagayan,,18.2226,121.571
Cagayan,,18.2231,121.573
Cagayan,,18.2239,121.9046
Cagayan,,18.2242,121.571
Cagayan,,121.572,121.571
Cagayan,,18.2249,121.9416
Cagayan,,18.2257,121.572
Cagayan,,18.2258,121.57
Cagayan,,18.2261,121.545
Cagayan,,18.2262,121.546
Cagayan,,121.571,121.546
Cagayan,,18.2263,121.545
Cagayan,,121.57,121.545
Cagayan,,18.2266,121.548
Cagayan,,18.2283,121.549
Cagayan,,121.8937,121.549
Cagayan,,18.2285,121.547
Cagayan,,121.548,121.547
Cagayan,,121.549,121.547
Cagayan,,18.2286,121.548
Cagayan,,18.2288,121.577
Cagayan,,18.2312,121.8079
Cagayan,,18.2336,121.7911
Cagayan,,18.2344,121.8477
Cagayan,,18.2354,121.899
Cagayan,,18.2358,121.846
Cagayan,,18.2362,121.5513
Cagayan,,18.243,122.0455
Cagayan,,18.2465,121.9091
Cagayan,,121.9329,121.9091
Cagayan,,18.2469,121.9573
Cagayan,,18.247,121.9146
Cagayan,,18.248,121.8306
Cagayan,,18.249,121.6955
Cagayan,,121.9957,121.6955
Cagayan,,18.2522,121.73
Cagayan,,18.253,121.8954
Cagayan,,18.2538,121.9061
Cagayan,,18.2543,121.7965
Cagayan,,18.2548,121.701
Cagayan,,18.2552,121.768
Cagayan,,18.2553,121.772
Cagayan,,18.2554,121.766
Cagayan,,121.8264,121.766
Cagayan,,18.2555,121.77
Cagayan,,18.2556,121.771
Cagayan,,18.2558,121.761
Cagayan,,121.769,121.761
Cagayan,,18.256,121.764
Cagayan,,121.768,121.764
Cagayan,,121.77,121.764
Cagayan,,18.2561,121.769
Cagayan,,121.773,121.769
Cagayan,,18.2562,121.723
Cagayan,,18.2563,121.723
Cagayan,,18.2565,121.723
Cagayan,,121.761,121.723
Cagayan,,121.766,121.723
Cagayan,,18.2567,121.722
Cagayan,,18.2568,121.766
Cagayan,,18.2569,121.6896
Cagayan,,121.726,121.6896
Cagayan,,121.727,121.6896
Cagayan,,121.758,121.6896
Cagayan,,121.771,121.6896
Cagayan,,18.257,121.765
Cagayan,,121.766,121.765
Cagayan,,121.768,121.765
Cagayan,,121.772,121.765
Cagayan,,18.2571,121.773
Cagayan,,18.2572,121.722
Cagayan,,121.725,121.722
Cagayan,,121.757,121.722
Cagayan,,121.774,121.722
Cagayan,,18.2574,121.765
Cagayan,,121.771,121.765
Cagayan,,18.2575,121.725
Cagayan,,121.759,121.725
Cagayan,,121.774,121.725
Cagayan,,18.2576,121.765
Cagayan,,121.769,121.765
Cagayan,,18.2577,121.724
Cagayan,,121.759,121.724
Cagayan,,121.761,121.724
Cagayan,,18.2578,121.724
Cagayan,,121.757,121.724
Cagayan,,121.763,121.724
Cagayan,,121.768,121.724
Cagayan,,18.2579,121.724
Cagayan,,121.727,121.724
Cagayan,,121.765,121.724
Cagayan,,18.258,121.721
Cagayan,,121.723,121.721
Cagayan,,121.767,121.721
Cagayan,,121.773,121.721
Cagayan,,18.2581,121.764
Cagayan,,121.766,121.764
Cagayan,,18.2582,121.758
Cagayan,,121.772,121.758
Cagayan,,18.2583,121.774
Cagayan,,18.2584,121.72
Cagayan,,121.737,121.72
Cagayan,,18.2585,121.729
Cagayan,,121.758,121.729
Cagayan,,121.761,121.729
Cagayan,,121.764,121.729
Cagayan,,18.2586,121.731
Cagayan,,121.768,121.731
Cagayan,,18.2587,121.724
Cagayan,,121.735,121.724
Cagayan,,18.2588,121.724
Cagayan,,121.728,121.724
Cagayan,,121.77,121.724
Cagayan,,18.2589,121.73
Cagayan,,121.731,121.73
Cagayan,,121.732,121.73
Cagayan,,121.757,121.73
Cagayan,,121.76,121.73
Cagayan,,121.761,121.73
Cagayan,,18.259,121.72
Cagayan,,121.765,121.72
Cagayan,,121.774,121.72
Cagayan,,18.2591,121.723
Cagayan,,121.725,121.723
Cagayan,,121.732,121.723
Cagayan,,121.738,121.723
Cagayan,,121.768,121.723
Cagayan,,121.771,121.723
Cagayan,,18.2592,121.6476
Cagayan,,121.721,121.6476
Cagayan,,121.727,121.6476
Cagayan,,121.73,121.6476
Cagayan,,18.2593,121.722
Cagayan,,121.728,121.722
Cagayan,,121.731,121.722
Cagayan,,121.733,121.722
Cagayan,,121.738,121.722
Cagayan,,121.762,121.722
Cagayan,,121.773,121.722
Cagayan,,18.2594,121.727
Cagayan,,121.731,121.727
Cagayan,,121.768,121.727
Cagayan,,18.2595,121.724
Cagayan,,121.737,121.724
Cagayan,,18.2596,121.734
Cagayan,,18.2597,121.721
Cagayan,,121.731,121.721
Cagayan,,121.732,121.721
Cagayan,,121.734,121.721
Cagayan,,121.735,121.721
Cagayan,,121.737,121.721
Cagayan,,121.775,121.721
Cagayan,,18.2598,121.726
Cagayan,,121.729,121.726
Cagayan,,121.759,121.726
Cagayan,,121.763,121.726
Cagayan,,18.2599,121.759
Cagayan,,121.765,121.759
Cagayan,,121.767,121.759
Cagayan,,18.26,121.724
Cagayan,,18.2601,121.77
Cagayan,,121.772,121.77
Cagayan,,18.2602,121.756
Cagayan,,121.764,121.756
Cagayan,,18.2603,121.726
Cagayan,,121.768,121.726
Cagayan,,18.2605,121.775
Cagayan,,18.2606,121.721
Cagayan,,121.726,121.721
Cagayan,,121.732,121.721
Cagayan,,121.7623,121.721
Cagayan,,18.2607,121.764
Cagayan,,121.768,121.764
Cagayan,,121.77,121.764
Cagayan,,121.772,121.764
Cagayan,,121.774,121.764
Cagayan,,18.2608,121.725
Cagayan,,121.727,121.725
Cagayan,,121.733,121.725
Cagayan,,121.738,121.725
Cagayan,,121.773,121.725
Cagayan,,18.261,121.733
Cagayan,,121.762,121.733
Cagayan,,18.2611,121.725
Cagayan,,121.769,121.725
Cagayan,,121.775,121.725
Cagayan,,18.2612,121.737
Cagayan,,121.761,121.737
Cagayan,,121.766,121.737
Cagayan,,121.768,121.737
Cagayan,,18.2613,121.9893
Cagayan,,18.2614,121.726
Cagayan,,121.732,121.726
Cagayan,,121.735,121.726
Cagayan,,121.768,121.726
Cagayan,,121.773,121.726
Cagayan,,18.2615,121.766
Cagayan,,121.774,121.766
Cagayan,,18.2616,121.725
Cagayan,,121.733,121.725
Cagayan,,121.764,121.725
Cagayan,,121.765,121.725
Cagayan,,18.2617,121.724
Cagayan,,121.731,121.724
Cagayan,,121.732,121.724
Cagayan,,18.2618,121.73
Cagayan,,121.731,121.73
Cagayan,,121.76,121.73
Cagayan,,121.764,121.73
Cagayan,,121.777,121.73
Cagayan,,18.2619,121.724
Cagayan,,121.73,121.724
Cagayan,,121.772,121.724
Cagayan,,18.262,121.729
Cagayan,,121.774,121.729
Cagayan,,18.2621,121.728
Cagayan,,121.759,121.728
Cagayan,,121.77,121.728
Cagayan,,18.2621012,121.9975887
Cagayan,,18.2622,121.724
Cagayan,,121.775,121.724
Cagayan,,18.2623,121.759
Cagayan,,121.768,121.759
Cagayan,,18.2624,121.723
Cagayan,,121.772,121.723
Cagayan,,121.776,121.723
Cagayan,,18.2625,121.743
Cagayan,,121.773,121.743
Cagayan,,18.2626,121.743
Cagayan,,121.758,121.743
Cagayan,,121.763,121.743
Cagayan,,121.77,121.743
Cagayan,,121.776,121.743
Cagayan,,18.2627,121.723
Cagayan,,121.736,121.723
Cagayan,,121.779,121.723
Cagayan,,18.2628,121.741
Cagayan,,121.769,121.741
Cagayan,,121.776,121.741
Cagayan,,121.778,121.741
Cagayan,,18.2629,121.723
Cagayan,,121.734,121.723
Cagayan,,121.736,121.723
Cagayan,,121.775,121.723
Cagayan,,18.263,121.735
Cagayan,,121.738,121.735
Cagayan,,121.74,121.735
Cagayan,,121.77,121.735
Cagayan,,121.773,121.735
Cagayan,,18.2631,121.73
Cagayan,,121.767,121.73
Cagayan,,121.776,121.73
Cagayan,,121.78,121.73
Cagayan,,18.2632,121.733
Cagayan,,121.768,121.733
Cagayan,,121.772,121.733
Cagayan,,121.777,121.733
Cagayan,,18.2633,121.733
Cagayan,,121.742,121.733
Cagayan,,121.772,121.733
Cagayan,,18.2634,121.728
Cagayan,,121.731,121.728
Cagayan,,121.732,121.728
Cagayan,,121.76,121.728
Cagayan,,121.767,121.728
Cagayan,,121.772,121.728
Cagayan,,121.779,121.728
Cagayan,,121.78,121.728
Cagayan,,18.2635,121.739
Cagayan,,121.772,121.739
Cagayan,,121.778,121.739
Cagayan,,18.2637,121.73
Cagayan,,121.771,121.73
Cagayan,,18.2638,121.717
Cagayan,,18.2639,121.761
Cagayan,,121.77,121.761
Cagayan,,121.778,121.761
Cagayan,,18.264,121.769
Cagayan,,18.2641,121.735
Cagayan,,121.736,121.735
Cagayan,,18.2642,121.693
Cagayan,,121.734,121.693
Cagayan,,121.768,121.693
Cagayan,,121.769,121.693
Cagayan,,18.2643,121.729
Cagayan,,18.2644,121.69
Cagayan,,121.735,121.69
Cagayan,,121.768,121.69
Cagayan,,121.771,121.69
Cagayan,,121.777,121.69
Cagayan,,18.2645,121.728
Cagayan,,121.763,121.728
Cagayan,,121.771,121.728
Cagayan,,121.779,121.728
Cagayan,,18.2646,121.5541
Cagayan,,121.731,121.5541
Cagayan,,121.775,121.5541
Cagayan,,18.2647,121.728
Cagayan,,121.737,121.728
Cagayan,,121.742,121.728
Cagayan,,121.763,121.728
Cagayan,,121.767,121.728
Cagayan,,121.771,121.728
Cagayan,,121.773,121.728
Cagayan,,18.2648,121.736
Cagayan,,121.777,121.736
Cagayan,,18.2649,121.69
Cagayan,,121.773,121.69
Cagayan,,18.265,121.766
Cagayan,,121.781,121.766
Cagayan,,18.2651,121.728
Cagayan,,121.764,121.728
Cagayan,,121.766,121.728
Cagayan,,121.77,121.728
Cagayan,,121.782,121.728
Cagayan,,18.2652,121.734
Cagayan,,121.74,121.734
Cagayan,,121.741,121.734
Cagayan,,121.766,121.734
Cagayan,,121.781,121.734
Cagayan,,18.2653,121.733
Cagayan,,121.766,121.733
Cagayan,,121.776,121.733
Cagayan,,121.778,121.733
Cagayan,,18.2654,121.69
Cagayan,,121.741,121.69
Cagayan,,121.764,121.69
Cagayan,,121.765,121.69
Cagayan,,121.766,121.69
Cagayan,,18.2655,121.769
Cagayan,,121.781,121.769
Cagayan,,18.2656,121.74
Cagayan,,121.764,121.74
Cagayan,,121.776,121.74
Cagayan,,121.78,121.74
Cagayan,,18.2657,121.728
Cagayan,,121.764,121.728
Cagayan,,121.768,121.728
Cagayan,,121.774,121.728
Cagayan,,121.775,121.728
Cagayan,,18.2658,121.769
Cagayan,,18.2659,121.689
Cagayan,,121.728,121.689
Cagayan,,121.732,121.689
Cagayan,,121.736,121.689
Cagayan,,121.773,121.689
Cagayan,,18.266,121.78
Cagayan,,18.2661,121.689
Cagayan,,121.764,121.689
Cagayan,,18.2662,121.734
Cagayan,,121.739,121.734
Cagayan,,121.761,121.734
Cagayan,,121.771,121.734
Cagayan,,121.772,121.734
Cagayan,,121.78,121.734
Cagayan,,18.2663,121.688
Cagayan,,121.69,121.688
Cagayan,,121.73,121.688
Cagayan,,121.733,121.688
Cagayan,,121.776,121.688
Cagayan,,18.2664,121.78
Cagayan,,18.2665,121.738
Cagayan,,121.765,121.738
Cagayan,,121.775,121.738
Cagayan,,18.2666,121.688
Cagayan,,121.731,121.688
Cagayan,,121.733,121.688
Cagayan,,121.76,121.688
Cagayan,,18.2667,121.771
Cagayan,,121.777,121.771
Cagayan,,18.2668,121.687
Cagayan,,121.77,121.687
Cagayan,,121.782,121.687
Cagayan,,18.2669,121.696
Cagayan,,121.735,121.696
Cagayan,,121.737,121.696
Cagayan,,121.779,121.696
Cagayan,,18.267,121.691
Cagayan,,18.2671,121.742
Cagayan,,121.779,121.742
Cagayan,,18.2672,121.688
Cagayan,,121.689,121.688
Cagayan,,121.691,121.688
Cagayan,,18.2673,121.692
Cagayan,,121.729,121.692
Cagayan,,121.731,121.692
Cagayan,,121.733,121.692
Cagayan,,121.763,121.692
Cagayan,,121.781,121.692
Cagayan,,18.2674,121.729
Cagayan,,121.742,121.729
Cagayan,,121.766,121.729
Cagayan,,121.775,121.729
Cagayan,,18.2675,121.693
Cagayan,,121.762,121.693
Cagayan,,121.766,121.693
Cagayan,,121.778,121.693
Cagayan,,18.2676,121.693
Cagayan,,121.729,121.693
Cagayan,,121.736,121.693
Cagayan,,121.766,121.693
Cagayan,,121.774,121.693
Cagayan,,18.2677,121.736
Cagayan,,121.737,121.736
Cagayan,,121.778,121.736
Cagayan,,18.2678,121.729
Cagayan,,121.77,121.729
Cagayan,,121.781,121.729
Cagayan,,18.2679,121.761
Cagayan,,121.765,121.761
Cagayan,,121.77,121.761
Cagayan,,121.773,121.761
Cagayan,,18.2681,121.694
Cagayan,,121.737,121.694
Cagayan,,121.76,121.694
Cagayan,,121.77,121.694
Cagayan,,18.2682,121.685
Cagayan,,121.764,121.685
Cagayan,,121.777,121.685
Cagayan,,18.2683,121.686
Cagayan,,121.691,121.686
Cagayan,,121.76,121.686
Cagayan,,18.2684,121.73
Cagayan,,121.733,121.73
Cagayan,,121.738,121.73
Cagayan,,18.2685,121.732
Cagayan,,121.764,121.732
Cagayan,,121.769,121.732
Cagayan,,121.781,121.732
Cagayan,,18.2686,121.763
Cagayan,,121.773,121.763
Cagayan,,18.2687,121.774
Cagayan,,121.777,121.774
Cagayan,,18.2688,121.693
Cagayan,,121.769,121.693
Cagayan,,18.2689,121.73
Cagayan,,121.767,121.73
Cagayan,,121.773,121.73
Cagayan,,18.269,121.685
Cagayan,,121.6894,121.685
Cagayan,,121.758,121.685
Cagayan,,121.78,121.685
Cagayan,,18.2691,121.694
Cagayan,,121.735,121.694
Cagayan,,121.738,121.694
Cagayan,,121.759,121.694
Cagayan,,18.2692,121.738
Cagayan,,121.762,121.738
Cagayan,,121.772,121.738
Cagayan,,121.776,121.738
Cagayan,,18.2693,121.736
Cagayan,,121.766,121.736
Cagayan,,121.768,121.736
Cagayan,,121.772,121.736
Cagayan,,18.2694,121.736
Cagayan,,121.737,121.736
Cagayan,,121.741,121.736
Cagayan,,121.776,121.736
Cagayan,,121.78,121.736
Cagayan,,18.2695,121.737
Cagayan,,121.739,121.737
Cagayan,,121.74,121.737
Cagayan,,18.2696,121.691
Cagayan,,121.694,121.691
Cagayan,,121.73,121.691
Cagayan,,121.735,121.691
Cagayan,,121.776,121.691
Cagayan,,18.2697,121.683
Cagayan,,121.684,121.683
Cagayan,,121.69,121.683
Cagayan,,121.692,121.683
Cagayan,,18.2698,121.733
Cagayan,,121.734,121.733
Cagayan,,121.771,121.733
Cagayan,,121.776,121.733
Cagayan,,121.78,121.733
Cagayan,,18.2699,121.765
Cagayan,,121.768,121.765
Cagayan,,121.772,121.765
Cagayan,,18.27,121.732
Cagayan,,121.738,121.732
Cagayan,,121.767,121.732
Cagayan,,18.2701,121.686
Cagayan,,121.687,121.686
Cagayan,,121.694,121.686
Cagayan,,121.73,121.686
Cagayan,,121.769,121.686
Cagayan,,18.2703,121.738
Cagayan,,121.764,121.738
Cagayan,,18.2704,121.775
Cagayan,,18.2705,121.73
Cagayan,,121.774,121.73
Cagayan,,18.2706,121.738
Cagayan,,121.764,121.738
Cagayan,,121.771,121.738
Cagayan,,121.776,121.738
Cagayan,,18.2707,121.683
Cagayan,,18.2708,121.687
Cagayan,,121.764,121.687
Cagayan,,18.2709,121.76
Cagayan,,121.765,121.76
Cagayan,,121.77,121.76
Cagayan,,18.2711,121.683
Cagayan,,121.685,121.683
Cagayan,,121.9757,121.683
Cagayan,,18.2712,121.686
Cagayan,,121.759,121.686
Cagayan,,121.775,121.686
Cagayan,,18.2713,121.731
Cagayan,,18.2714,121.73
Cagayan,,121.768,121.73
Cagayan,,18.2715,121.734
Cagayan,,121.77,121.734
Cagayan,,121.775,121.734
Cagayan,,18.2716,121.684
Cagayan,,121.763,121.684
Cagayan,,121.766,121.684
Cagayan,,18.2717,121.684
Cagayan,,121.775,121.684
Cagayan,,18.2718,121.762
Cagayan,,18.2719,121.731
Cagayan,,121.737,121.731
Cagayan,,121.762,121.731
Cagayan,,121.774,121.731
Cagayan,,18.272,121.764
Cagayan,,121.774,121.764
Cagayan,,18.2721,121.738
Cagayan,,121.739,121.738
Cagayan,,121.762,121.738
Cagayan,,18.2722,121.681
Cagayan,,121.73,121.681
Cagayan,,121.773,121.681
Cagayan,,18.2723,121.74
Cagayan,,18.2724,121.685
Cagayan,,121.769,121.685
Cagayan,,121.773,121.685
Cagayan,,18.2725,121.767
Cagayan,,18.2726,121.683
Cagayan,,121.734,121.683
Cagayan,,121.773,121.683
Cagayan,,18.2727,121.688
Cagayan,,121.761,121.688
Cagayan,,121.763,121.688
Cagayan,,18.2728,121.688
Cagayan,,18.2729,121.685
Cagayan,,121.731,121.685
Cagayan,,121.736,121.685
Cagayan,,121.765,121.685
Cagayan,,121.769,121.685
Cagayan,,18.2731,121.736
Cagayan,,121.772,121.736
Cagayan,,18.2732,121.734
Cagayan,,121.763,121.734
Cagayan,,121.768,121.734
Cagayan,,18.2733,121.684
Cagayan,,121.744,121.684
Cagayan,,18.2734,121.686
Cagayan,,121.687,121.686
Cagayan,,121.767,121.686
Cagayan,,121.772,121.686
Cagayan,,18.2736,121.736
Cagayan,,121.767,121.736
Cagayan,,121.772,121.736
Cagayan,,18.2737,121.74
Cagayan,,121.764,121.74
Cagayan,,121.766,121.74
Cagayan,,18.2738,121.74
Cagayan,,121.767,121.74
Cagayan,,18.2739,121.688
Cagayan,,121.761,121.688
Cagayan,,18.274,121.762
Cagayan,,121.764,121.762
Cagayan,,121.772,121.762
Cagayan,,18.2741,121.686
Cagayan,,121.687,121.686
Cagayan,,121.735,121.686
Cagayan,,121.765,121.686
Cagayan,,18.2742,121.771
Cagayan,,18.2743,121.736
Cagayan,,121.765,121.736
Cagayan,,18.2744,121.684
Cagayan,,121.735,121.684
Cagayan,,121.741,121.684
Cagayan,,121.771,121.684
Cagayan,,18.2745,121.688
Cagayan,,121.689,121.688
Cagayan,,18.2746,121.687
Cagayan,,121.742,121.687
Cagayan,,121.763,121.687
Cagayan,,121.767,121.687
Cagayan,,18.2747,121.683
Cagayan,,18.2748,121.742
Cagayan,,122.2087,121.742
Cagayan,,18.2749,121.688
Cagayan,,121.69,121.688
Cagayan,,121.733,121.688
Cagayan,,121.74,121.688
Cagayan,,121.764,121.688
Cagayan,,121.766,121.688
Cagayan,,121.768,121.688
Cagayan,,18.275,121.765
Cagayan,,18.2751,121.685
Cagayan,,121.691,121.685
Cagayan,,121.767,121.685
Cagayan,,18.2752,121.736
Cagayan,,121.742,121.736
Cagayan,,121.768,121.736
Cagayan,,18.2753,121.74
Cagayan,,121.771,121.74
Cagayan,,18.2754,121.764
Cagayan,,121.768,121.764
Cagayan,,18.2756,121.742
Cagayan,,121.767,121.742
Cagayan,,18.2758,121.769
Cagayan,,121.772,121.769
Cagayan,,18.2759,121.765
Cagayan,,18.276,121.74
Cagayan,,18.2761,121.766
Cagayan,,121.773,121.766
Cagayan,,18.2763,121.736
Cagayan,,18.2764,121.741
Cagayan,,121.77,121.741
Cagayan,,18.2766,121.739
Cagayan,,18.2767,121.741
Cagayan,,121.743,121.741
Cagayan,,18.2769,121.744
Cagayan,,121.767,121.744
Cagayan,,18.277,121.744
Cagayan,,18.2771,122.0748
Cagayan,,18.2772,121.738
Cagayan,,121.768,121.738
Cagayan,,18.2773,121.744
Cagayan,,121.767,121.744
Cagayan,,122.0127,121.744
Cagayan,,18.2774,121.6426
Cagayan,,18.2775,121.7352
Cagayan,,121.742,121.7352
Cagayan,,121.745,121.7352
Cagayan,,121.8278,121.7352
Cagayan,,18.2776,121.768
Cagayan,,18.2777,121.737
Cagayan,,121.742,121.737
Cagayan,,18.2778,121.769
Cagayan,,18.2779,121.737
Cagayan,,121.742,121.737
Cagayan,,121.768,121.737
Cagayan,,18.278,121.742
Cagayan,,121.743,121.742
Cagayan,,121.744,121.742
Cagayan,,121.769,121.742
Cagayan,,18.2781,121.745
Cagayan,,18.2782,121.742
Cagayan,,18.2783,121.77
Cagayan,,18.2785,121.745
Cagayan,,18.2789,121.742
Cagayan,,18.279,121.745
Cagayan,,18.2793,121.5027
Cagayan,,18.2794,121.745
Cagayan,,121.769,121.745
Cagayan,,18.2795,121.743
Cagayan,,18.2798,121.743
Cagayan,,121.746,121.743
Cagayan,,18.28,121.744
Cagayan,,18.2803,121.6532
Cagayan,,18.2805,121.746
Cagayan,,18.2809,121.743
Cagayan,,18.281,121.743
Cagayan,,18.2812,121.747
Cagayan,,18.282,121.749
Cagayan,,18.2821,121.745
Cagayan,,18.2823,121.749
Cagayan,,18.283,121.747
Cagayan,,18.2836,121.5798
Cagayan,,18.292,122.0326
Cagayan,,18.2932,121.643
Cagayan,,18.2953,121.631
Cagayan,,18.2985,121.7138
Cagayan,,18.2993,122.0323
Cagayan,,18.3001,122.032
Cagayan,,18.3004,121.5313
Cagayan,,18.3008,122.1184
Cagayan,,18.3009,122.033
Cagayan,,18.3011,121.664
Cagayan,,122.032,121.664
Cagayan,,18.3012,122.033
Cagayan,,18.3015,122.032
Cagayan,,18.3016,122.027
Cagayan,,18.3017,122.028
Cagayan,,18.3018,122.029
Cagayan,,18.302,122.033
Cagayan,,18.3021,122.027
Cagayan,,18.3025,122.034
Cagayan,,18.3032,122.029
Cagayan,,18.3035,122.03
Cagayan,,122.035,122.03
Cagayan,,18.3036,122.034
Cagayan,,18.3041,122.03
Cagayan,,18.3046,121.5085
Cagayan,,18.3048,121.7366
Cagayan,,121.737,121.7366
Cagayan,,18.3049,122.03
Cagayan,,18.3051,122.031
Cagayan,,18.3053,122.031
Cagayan,,122.032,122.031
Cagayan,,18.3054,122.031
Cagayan,,18.3056,122.033
Cagayan,,122.035,122.033
Cagayan,,18.3059,122.033
Cagayan,,18.306,122.033
Cagayan,,18.3061,121.551
Cagayan,,18.3062,122.034
Cagayan,,18.3068,121.5969
Cagayan,,18.3079,122.032
Cagayan,,18.3082,122.034
Cagayan,,18.3083,122.033
Cagayan,,18.3102,121.6065
Cagayan,,18.3121,122.0465
Cagayan,,18.3145,121.6556
Cagayan,,18.3153,121.6226
Cagayan,,121.623,121.6226
Cagayan,,18.3174,121.668
Cagayan,,121.6682,121.668
Cagayan,,18.3196,121.7138
Cagayan,,121.714,121.7138
Cagayan,,18.3204,122.0548
Cagayan,,18.3216,121.574
Cagayan,,18.32377,122.08595
Cagayan,,18.3248,121.5434
Cagayan,,18.3279,121.554
Cagayan,,18.3298,121.457
Cagayan,,18.3299,121.4856
Cagayan,,18.3311,121.665
Cagayan,,121.6654,121.665
Cagayan,,18.332,121.531
Cagayan,,18.3342,121.6198
Cagayan,,18.3354,121.4343
Cagayan,,18.3371,121.4313
Cagayan,,18.3406,121.671
Cagayan,,121.6711,121.671
Cagayan,,18.3417,122.103
Cagayan,,18.3431,122.094
Cagayan,,18.3442,122.094
Cagayan,,18.3465,121.4996
Cagayan,,18.3474,122.097
Cagayan,,18.3498,121.4199
Cagayan,,18.3541,122.101
Cagayan,,18.3551,121.642
Cagayan,,18.3553,121.563
Cagayan,,18.3589,121.6412
Cagayan,,18.3603,121.3913
Cagayan,,18.3629,121.4128
Cagayan,,18.3635,121.4402
Cagayan,,18.3667,122.158
Cagayan,,18.3674,122.131
Cagayan,,18.3677,122.131
Cagayan,,18.3678,122.158
Cagayan,,18.3681,122.132
Cagayan,,122.157,122.132
Cagayan,,18.3683,122.132
Cagayan,,18.3687,122.131
Cagayan,,18.3688,121.4599
Cagayan,,18.3689,122.13
Cagayan,,18.369,122.132
Cagayan,,18.37,122.127
Cagayan,,18.3705,122.128
Cagayan,,18.3706,122.129
Cagayan,,18.3707,122.129
Cagayan,,18.3709,122.124
Cagayan,,122.131,122.124
Cagayan,,122.157,122.124
Cagayan,,18.371,122.124
Cagayan,,122.131,122.124
Cagayan,,18.3712,122.132
Cagayan,,18.3729,122.13
Cagayan,,18.3734,122.155
Cagayan,,18.3738,122.154
Cagayan,,18.3739,122.153
Cagayan,,18.3745,122.144
Cagayan,,18.3746,122.152
Cagayan,,18.3747,122.145
Cagayan,,18.3748,122.145
Cagayan,,122.146,122.145
Cagayan,,122.147,122.145
Cagayan,,18.3749,122.144
Cagayan,,122.147,122.144
Cagayan,,18.375,121.397
Cagayan,,122.144,121.397
Cagayan,,122.155,121.397
Cagayan,,18.3751,122.149
Cagayan,,18.3755,122.1264
Cagayan,,122.152,122.1264
Cagayan,,18.3756,122.144
Cagayan,,122.145,122.144
Cagayan,,18.3757,122.154
Cagayan,,18.3759,122.153
Cagayan,,18.3762,122.15
Cagayan,,18.3763,121.4149
Cagayan,,122.144,121.4149
Cagayan,,122.152,121.4149
Cagayan,,18.3764,122.149
Cagayan,,122.15,122.149
Cagayan,,122.151,122.149
Cagayan,,122.152,122.149
Cagayan,,18.3765,122.149
Cagayan,,122.151,122.149
Cagayan,,122.152,122.149
Cagayan,,18.3767,122.149
Cagayan,,18.3768,122.145
Cagayan,,122.147,122.145
Cagayan,,18.3769,122.145
Cagayan,,122.146,122.145
Cagayan,,122.148,122.145
Cagayan,,18.377,122.145
Cagayan,,122.146,122.145
Cagayan,,122.147,122.145
Cagayan,,18.3771,122.145
Cagayan,,122.146,122.145
Cagayan,,18.3774,122.145
Cagayan,,18.3775,122.145
Cagayan,,18.378,122.152
Cagayan,,18.3781,122.151
Cagayan,,122.152,122.151
Cagayan,,18.3782,122.15
Cagayan,,18.3784,122.153
Cagayan,,18.3785,122.147
Cagayan,,18.3794,122.146
Cagayan,,18.3804,121.4399
Cagayan,,18.3806,121.568
Cagayan,,18.3895,122.139
